organization,occurredAt,customerId,customerName,serviceLocationId,serviceLocationDescription,containerId,containerDescription,containerContentType,containerCubicYards,level,wasEmptied,emptyOccurredAt,levelAtEmpty,latitude,longitude,positionAccuracy,imageUrl
universityofmaryland,2020-02-25T17:41:44.179Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,90.0,f,,,38.990080999999996,-76.94583100000001,6.8,https://images.compology.com/1/raw_device_data/f6287ac6-ddbc-457e-b963-66b10a6dd1ba
universityofmaryland,2020-02-26T00:55:57.837Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,12.0,f,,,38.983779,-76.94770799999999,23.0,https://images.compology.com/1/raw_device_data/8e562355-b6b2-4f34-a72d-dc272acb98f9
universityofmaryland,2020-02-26T00:58:13.839Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,55.0,f,,,38.97929,-76.925506,8.8,https://images.compology.com/1/raw_device_data/05056425-33fe-4861-883e-b7f12a969b73
universityofmaryland,2020-02-26T00:58:33.172Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976619,-76.925216,7.0,https://images.compology.com/1/raw_device_data/34f8b521-89fc-4d9f-8f75-9f923368cd4e
universityofmaryland,2020-02-26T00:58:41.625Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,42.0,f,,,38.976642,-76.92505600000001,30.0,https://images.compology.com/1/raw_device_data/ff907343-e4dc-4895-9534-937c9f2fd544
universityofmaryland,2020-02-26T00:59:27.720Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,95.0,f,,,38.990131,-76.94577,5.5,https://images.compology.com/1/raw_device_data/985ffb94-d196-4c02-a9cd-f1ee2e0b6932
universityofmaryland,2020-02-26T00:59:46.607Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,45.0,f,,,38.992435,-76.950714,17.0,https://images.compology.com/1/raw_device_data/36b68116-6b5c-4164-add1-a87eb0265df7
universityofmaryland,2020-02-26T00:59:50.292Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,90.0,f,,,38.992378,-76.950477,14.0,https://images.compology.com/1/raw_device_data/e6ba0dcd-1ddc-4d6b-9653-9a547ef0edc9
universityofmaryland,2020-02-26T00:59:59.976Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,5.0,f,,,38.979267,-76.925376,20.0,https://images.compology.com/1/raw_device_data/4f2f1150-8eb2-4719-906f-c8317e84273f
universityofmaryland,2020-02-26T01:00:28.216Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,5.0,f,,,38.990047,-76.9458,5.9,https://images.compology.com/1/raw_device_data/d20cfaa1-3dda-4f6f-92f8-c5b39961259e
universityofmaryland,2020-02-26T02:22:51.633Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,45.0,,,,38.983565999999996,-76.947639,5.5,https://images.compology.com/1/raw_device_data/d89298de-2905-4dbd-875c-9e83ae738030
universityofmaryland,2020-02-26T05:55:42.212Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,55.0,f,,,38.979278,-76.925514,12.0,https://images.compology.com/1/raw_device_data/673b0e80-066e-4f0e-a101-5eafbc42e70f
universityofmaryland,2020-02-26T05:56:33.453Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,45.0,f,,,38.976665000000004,-76.925178,12.0,https://images.compology.com/1/raw_device_data/b056474c-4b3f-4420-a342-237ffdc4e1e2
universityofmaryland,2020-02-26T05:57:49.061Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976516,-76.925247,11.0,https://images.compology.com/1/raw_device_data/532932e0-a1df-40a5-9157-6bd5c73e2606
universityofmaryland,2020-02-26T06:00:22.389Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,10.0,f,,,38.983707,-76.9477,23.0,https://images.compology.com/1/raw_device_data/f914298a-98cb-4ef6-b4be-67fab17fbcb4
universityofmaryland,2020-02-26T06:06:26.187Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,55.0,f,,,38.979296999999995,-76.925445,10.0,https://images.compology.com/1/raw_device_data/3c756f54-e3c9-4763-8656-502367cc1645
universityofmaryland,2020-02-26T06:06:54.701Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,45.0,f,,,38.992515000000004,-76.950538,29.0,https://images.compology.com/1/raw_device_data/ee3c60d9-6d8d-45a4-93ab-2ff39257952b
universityofmaryland,2020-02-26T06:06:56.935Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,45.0,f,,,38.983562,-76.94787600000001,30.0,https://images.compology.com/1/raw_device_data/6c463361-2b9a-4fdd-bf6e-5296b02fa345
universityofmaryland,2020-02-26T06:06:58.908Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,90.0,f,,,38.992488,-76.95079799999999,21.0,https://images.compology.com/1/raw_device_data/9b899cb6-8a7f-4335-af4b-3e8a76a16b5a
universityofmaryland,2020-02-26T06:08:46.108Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,5.0,f,,,38.97919,-76.925636,19.0,https://images.compology.com/1/raw_device_data/c139c6e7-860f-41c0-847c-8e7eca179ec6
universityofmaryland,2020-02-26T06:08:46.423Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,95.0,f,,,38.990123,-76.945762,7.1,https://images.compology.com/1/raw_device_data/590c17f9-7640-436f-a762-f60c1804d21f
universityofmaryland,2020-02-26T06:09:41.013Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,5.0,f,,,38.990203,-76.94577,6.0,https://images.compology.com/1/raw_device_data/de5403b2-3de3-4e60-b9f9-e7f690af7391
universityofmaryland,2020-02-26T06:10:09.270Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976299,-76.925529,4.9,https://images.compology.com/1/raw_device_data/7d0a64f8-480b-4e62-8adc-a95c4bb173f5
universityofmaryland,2020-02-26T07:08:53.586Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,45.0,f,,,38.976688,-76.925285,22.0,https://images.compology.com/1/raw_device_data/903fec26-f084-4029-966b-d302a6b1fd9e
universityofmaryland,2020-02-26T09:44:19.638Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,0.0,t,2020-02-26T09:44:19.000Z,5.0,38.990210999999995,-76.945747,6.1,https://images.compology.com/1/raw_device_data/debf14c9-4b37-4f78-958a-924c4a832a7c
universityofmaryland,2020-02-26T09:46:28.613Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,0.0,t,2020-02-26T09:46:28.000Z,45.0,38.992309000000006,-76.95060699999999,13.0,https://images.compology.com/1/raw_device_data/a7da26d5-231c-43b1-9921-503e4fe112b0
universityofmaryland,2020-02-26T11:59:46.434Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,t,2020-02-26T11:59:46.000Z,10.0,38.983627,-76.94811999999999,23.0,https://images.compology.com/1/raw_device_data/3ab1424c-79e7-4c4d-997d-97251c3a3c94
universityofmaryland,2020-02-26T12:24:32.676Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,5.0,t,2020-02-26T09:15:44.000Z,45.0,38.98357,-76.947723,6.8,https://images.compology.com/1/raw_device_data/bf829a99-51e4-409c-b83d-286ea752dd40
universityofmaryland,2020-02-26T13:41:51.501Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,10.0,t,2020-02-26T13:41:51.000Z,90.0,38.99242,-76.950721,10.0,https://images.compology.com/1/raw_device_data/3087f0ac-a783-4244-ab0a-47b19b6dd1f5
universityofmaryland,2020-02-26T14:13:50.156Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,0.0,t,2020-02-26T14:13:50.000Z,55.0,38.979347,-76.925437,6.5,https://images.compology.com/1/raw_device_data/ce323bf8-eb2c-4950-8011-bbfc3cf246e5
universityofmaryland,2020-02-26T14:16:32.651Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,0.0,t,2020-02-26T14:16:32.000Z,45.0,38.976558000000004,-76.92527700000001,12.0,https://images.compology.com/1/raw_device_data/0e9b5979-b64c-4081-992c-6eabb954b158
universityofmaryland,2020-02-26T14:35:24.466Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,1.0,t,2020-02-26T10:22:05.000Z,95.0,38.990181,-76.945739,8.1,https://images.compology.com/1/raw_device_data/30b6e5fe-dbbf-4433-a05f-06c2ad40ba4a
universityofmaryland,2020-02-26T17:36:12.867Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,27.0,f,,,38.979240000000004,-76.925605,22.0,https://images.compology.com/1/raw_device_data/a3fb4435-4cc9-469d-ad97-40db9226832b
universityofmaryland,2020-02-26T17:36:27.058Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,5.0,f,,,38.990154,-76.945785,9.1,https://images.compology.com/1/raw_device_data/5708f0be-bf09-494a-a18b-5c40d0bc424f
universityofmaryland,2020-02-26T17:36:31.114Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,0.0,f,,,38.976402,-76.925422,30.0,https://images.compology.com/1/raw_device_data/48711ab6-045e-4abc-ba5e-db5e7584bf92
universityofmaryland,2020-02-26T17:36:55.400Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,10.0,f,,,38.992378,-76.950416,21.0,https://images.compology.com/1/raw_device_data/65a090ba-36f7-4cf3-b5ad-859d745005f7
universityofmaryland,2020-02-26T17:37:27.562Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,5.0,f,,,38.990116,-76.945808,6.1,https://images.compology.com/1/raw_device_data/98b99254-712e-4c0e-b03d-9884159c5fc4
universityofmaryland,2020-02-26T17:38:45.731Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,10.0,f,,,38.979328,-76.925514,6.0,https://images.compology.com/1/raw_device_data/36e40b0e-f5fe-4581-b970-8b218f2c3200
universityofmaryland,2020-02-26T17:39:36.837Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,10.0,f,,,38.99245,-76.950614,6.0,https://images.compology.com/1/raw_device_data/861be585-6d85-49a0-b6a1-57ebbbb63a98
universityofmaryland,2020-02-26T17:40:12.234Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976341,-76.925735,9.5,https://images.compology.com/1/raw_device_data/3d7504a8-f1b6-43eb-90ec-d9d8b1a100b1
universityofmaryland,2020-02-26T17:40:35.274Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,5.0,f,,,38.983615,-76.94768499999999,16.0,https://images.compology.com/1/raw_device_data/d45ee839-6b77-40b2-bca2-fc88b303a38c
universityofmaryland,2020-02-27T01:05:57.327Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,22.0,f,,,38.979332,-76.925552,18.0,https://images.compology.com/1/raw_device_data/bbfd757d-7e90-452e-9262-10674d9b872a
universityofmaryland,2020-02-27T01:06:39.767Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,15.0,f,,,38.983398,-76.94785300000001,18.0,https://images.compology.com/1/raw_device_data/774b04fe-bcae-4819-9181-ee5a5e36d706
universityofmaryland,2020-02-27T01:06:47.914Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,7.0,f,,,38.976493,-76.92527,16.0,https://images.compology.com/1/raw_device_data/6cd1fce0-900a-410b-bec6-06dd4db4fe09
universityofmaryland,2020-02-27T01:07:31.698Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,10.0,f,,,38.979377,-76.92556,11.0,https://images.compology.com/1/raw_device_data/f7835f95-8aa6-4414-9745-12fad25bcf38
universityofmaryland,2020-02-27T01:08:00.451Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,0.0,f,,,38.990111999999996,-76.94573199999999,12.0,https://images.compology.com/1/raw_device_data/571a64b2-dee7-419f-b118-da5c44fa2d2c
universityofmaryland,2020-02-27T01:08:15.403Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,5.0,f,,,38.992382,-76.950538,14.0,https://images.compology.com/1/raw_device_data/c8b3e019-8f2f-4028-8e49-c652df406533
universityofmaryland,2020-02-27T01:08:36.053Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,5.0,f,,,38.976512,-76.925392,22.0,https://images.compology.com/1/raw_device_data/febd5a19-5abf-41dd-9247-52a03d123a6e
universityofmaryland,2020-02-27T01:09:39.814Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,5.0,f,,,38.990111999999996,-76.9458,7.5,https://images.compology.com/1/raw_device_data/9b595ac6-c304-4b64-929d-cde5f18c9f10
universityofmaryland,2020-02-27T01:10:02.484Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,5.0,f,,,38.99242,-76.950744,14.0,https://images.compology.com/1/raw_device_data/14b5e30e-44c7-466f-bad4-2b712bf1c81f
universityofmaryland,2020-02-27T03:15:27.633Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,20.0,f,,,38.983558,-76.94770799999999,12.0,https://images.compology.com/1/raw_device_data/97028600-7ebb-4b6a-aea5-c2923108186f
universityofmaryland,2020-02-27T06:06:30.480Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,15.0,f,,,38.976290999999996,-76.92556,5.9,https://images.compology.com/1/raw_device_data/ef8a3e56-f419-4ffd-8397-d140487f6b1a
universityofmaryland,2020-02-27T06:07:47.128Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,10.0,f,,,38.992492,-76.95066,25.0,https://images.compology.com/1/raw_device_data/e6d31d36-82bd-4ee8-a81d-1066be5e1b9e
universityofmaryland,2020-02-27T06:07:48.068Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,20.0,f,,,38.979354,-76.92546800000001,7.9,https://images.compology.com/1/raw_device_data/09b602f3-7709-48b3-97ed-29b16a8eb710
universityofmaryland,2020-02-27T06:08:00.400Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,20.0,f,,,38.979305,-76.92562099999999,24.0,https://images.compology.com/1/raw_device_data/74c0d8da-baaa-4af6-a0ab-5426f0b884df
universityofmaryland,2020-02-27T06:08:12.475Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,10.0,f,,,38.992439000000005,-76.95063,12.0,https://images.compology.com/1/raw_device_data/b0639bdf-8651-45a0-adcd-fee0a3aff3f3
universityofmaryland,2020-02-27T06:08:22.569Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,5.0,f,,,38.976394,-76.925483,8.8,https://images.compology.com/1/raw_device_data/757f9470-bdae-48b4-84e8-21eb5d6be692
universityofmaryland,2020-02-27T06:09:23.430Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,5.0,f,,,38.990203,-76.945663,9.3,https://images.compology.com/1/raw_device_data/f3eddcc3-eac7-4343-b024-951c814bba87
universityofmaryland,2020-02-27T07:09:39.175Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,5.0,f,,,38.990215,-76.9458,7.0,https://images.compology.com/1/raw_device_data/d0d886fb-9e09-43cc-ac18-3c2539d31989
universityofmaryland,2020-02-27T07:14:57.889Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,10.0,f,,,38.983734000000005,-76.947662,7.1,https://images.compology.com/1/raw_device_data/ea44829e-5685-4524-ac8d-053b2aa56d29
universityofmaryland,2020-02-27T12:35:33.809Z,,University of Maryland,2.0,Van Munching Hall,D7CA3VQWCBEG,5,recycle,6,0.0,t,2020-02-27T12:35:33.000Z,10.0,38.983562,-76.947822,17.0,https://images.compology.com/1/raw_device_data/5d8b2a50-79d5-488e-9a34-98fb1be03713
universityofmaryland,2020-02-27T12:50:25.661Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,t,2020-02-27T12:50:25.000Z,15.0,38.983573,-76.947792,30.0,https://images.compology.com/1/raw_device_data/8859148f-c2dc-45dd-8c0e-f28a70fcb340
universityofmaryland,2020-02-27T16:15:22.463Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,0.0,t,2020-02-27T16:15:22.000Z,15.0,38.976547,-76.92517,12.0,https://images.compology.com/1/raw_device_data/691909f0-f1a7-4dfb-ba7e-c1096754d2aa
universityofmaryland,2020-02-27T17:37:12.550Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,5.0,f,,,38.976440000000004,-76.925498,22.0,https://images.compology.com/1/raw_device_data/9cb1d4aa-8590-4c39-9e3f-d023e2c7e8db
universityofmaryland,2020-02-27T17:37:18.614Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,20.0,f,,,38.990241999999995,-76.945785,10.0,https://images.compology.com/1/raw_device_data/4fff7e56-b562-4f14-acc3-c63a72515e1c
universityofmaryland,2020-02-27T17:37:39.474Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,0.0,f,,,38.983959000000006,-76.94788299999999,30.0,https://images.compology.com/1/raw_device_data/4c613d39-003f-41e0-bef5-099fe1e7d0d2
universityofmaryland,2020-02-27T17:37:42.252Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,35.0,f,,,38.979324,-76.92564300000001,21.0,https://images.compology.com/1/raw_device_data/e4957a85-ede5-4894-967e-6227ca086bfc
universityofmaryland,2020-02-27T17:37:57.593Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,20.0,f,,,38.99023,-76.945686,15.0,https://images.compology.com/1/raw_device_data/dafadd95-9f07-41de-8344-fc46fdfaace0
universityofmaryland,2020-02-27T17:38:01.227Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,0.0,f,,,38.976486,-76.92546800000001,10.0,https://images.compology.com/1/raw_device_data/556c8642-bea3-4930-bab7-9276649e3b4e
universityofmaryland,2020-02-27T17:38:32.544Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,10.0,f,,,38.992507,-76.950622,19.0,https://images.compology.com/1/raw_device_data/82cdbffd-60a6-42d5-ba71-35a33cab8aff
universityofmaryland,2020-02-27T17:39:13.868Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,25.0,f,,,38.979240000000004,-76.925552,10.0,https://images.compology.com/1/raw_device_data/c9659821-674b-470a-b7ea-5c4064a73bb7
universityofmaryland,2020-02-27T17:41:22.136Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,27.0,f,,,38.992412,-76.950698,16.0,https://images.compology.com/1/raw_device_data/27a4ea57-ff8c-4855-aa79-b4a56abdb278
universityofmaryland,2020-02-28T01:05:39.215Z,,University of Maryland,1.0,Gosset Football Teamhouse,J6MMBE75XVYA,1,recycle,8,20.0,f,,,38.990093,-76.945762,15.0,https://images.compology.com/1/raw_device_data/f873e68a-0fdd-4221-b5ad-235d22798734
universityofmaryland,2020-02-28T01:06:12.812Z,,University of Maryland,5.0,UM Technology Ventures,7NGF1MRE6SKT,10,refuse,6,37.0,f,,,38.979396,-76.92575,27.0,https://images.compology.com/1/raw_device_data/119a42d2-af1b-4423-ad1d-29b5d6ba4cb6
universityofmaryland,2020-02-28T01:06:24.594Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,32.0,f,,,38.979408,-76.92576600000001,13.0,https://images.compology.com/1/raw_device_data/955d5ecb-762d-43cd-8eb0-85d9b5fa4e3f
universityofmaryland,2020-02-28T01:06:58.925Z,,University of Maryland,3.0,Denton Hall,E5RGSTA85A03,3,recycle,8,35.0,f,,,38.992389,-76.950561,29.0,https://images.compology.com/1/raw_device_data/2977f8b4-042e-4c2f-a582-0f456e6eb0dd
universityofmaryland,2020-02-28T01:07:21.162Z,,University of Maryland,2.0,Van Munching Hall,K0V7D3VHWHMN,6,refuse,6,12.0,f,,,38.983534999999996,-76.947929,20.0,https://images.compology.com/1/raw_device_data/8cb8abdc-1ba1-402b-b77a-a8543b5d191b
universityofmaryland,2020-02-28T01:07:21.726Z,,University of Maryland,3.0,Denton Hall,Z1Y5KFA5H3NA,4,refuse,6,12.0,f,,,38.992351,-76.950828,19.0,https://images.compology.com/1/raw_device_data/1ace9f3f-09a1-4d83-9ac2-96da599329ce
universityofmaryland,2020-02-28T01:08:47.132Z,,University of Maryland,1.0,Gosset Football Teamhouse,PRP9VRTJQT8V,2,refuse,6,20.0,f,,,38.990249,-76.94586899999999,13.0,https://images.compology.com/1/raw_device_data/8c839da4-5101-4470-9414-e3f29b125955
universityofmaryland,2020-02-28T01:10:17.698Z,,University of Maryland,4.0,Patapsco Building,QK633SDAVXXC,7,recycle,8,5.0,f,,,38.976463,-76.925605,14.0,https://images.compology.com/1/raw_device_data/93526f86-17e9-4635-a147-236c17e28837
universityofmaryland,2020-02-28T01:10:24.080Z,,University of Maryland,4.0,Patapsco Building,TBCCR5C8TCBR,8,refuse,8,5.0,f,,,38.976749,-76.925399,17.0,https://images.compology.com/1/raw_device_data/24e8aac2-c16d-4af7-a361-0a16ea939a29
universityofmaryland,2020-02-28T06:06:56.464Z,,University of Maryland,5.0,UM Technology Ventures,DM5S9RVP4WFG,9,recycle,8,20.0,f,,,38.979442,-76.925483,8.8,https://images.compology.com/1/raw_device_data/54ce9aca-1443-4414-93cc-ced418f46a10
